Training Result Log
=== Config ===
Started at: Sun Oct 23 13:43:35 2016
CNF Training Set: datasets/set1/training/
CNF Test Set: datasets/set1/testing/
Solution File: solutions/control1.sol
Training Log File: logs/trainingControl1.log
Test Log File: logs/testControl1.log
Pareto Front Output File: logs/control1Pareto.log
Loaded individuals from file: false
Number of Runs: 5
Number of evals per run: 500
Self-adaptive mutation: false
Seed: 1477213060672636
r-restart r value: false
Population Size: 50
Offspring per generation: 25
Mutation Chance: 0.111111
Luby Initialization: 0
Rnd-Freq Initialization: 0
Var-Decay Initialization: 0
Cla-Decay Initialization: 0
Rinc Initialization: 0
GC-Frac Initialization: 0
RFirst Initialization: 0
CCMIN-Mode Initialization: 0
Phase-Saving Initialization: 0
Parent Selection: 2
Parent Selection Tournament Size: 10
Survival Strategy: 0
Survival Selection: 1
Survival Selection Tournament Size: 10
Terminate on max evals: true
Terminate on stagnant non-dominated pareto front: false
=== End Config ===
Run #1
50	98.2006	99.83	-3881.12	844	2.02702e+06	8.09534e+06
75	98.1794	99.83	-3485.68	844	2.15673e+06	8.09534e+06
100	98.4114	99.83	-2501.76	844	1.84409e+06	8.09534e+06
125	98.5806	99.83	-2098.4	844	1.7244e+06	8.09534e+06
150	98.6698	99.83	-2064.48	844	1.77174e+06	8.09534e+06
175	98.3124	99.83	-2624.56	844	2.25741e+06	8.09534e+06
200	98.1912	99.83	-2845.36	844	2.2842e+06	8.09534e+06
225	98.1726	99.83	-3099.12	844	2.30411e+06	8.09534e+06
250	98.4982	99.83	-2301.04	844	2.01543e+06	8.09534e+06
275	98.1632	99.83	-2931.44	844	2.53781e+06	8.09534e+06
300	97.5778	99.83	-4254.88	844	3.36776e+06	8.09534e+06
325	97.397	99.83	-4486.32	844	3.41762e+06	8.09534e+06
350	97.374	99.83	-4856	844	3.56385e+06	8.09534e+06
375	97.4894	99.83	-4421.84	844	3.61003e+06	8.09534e+06
400	98.0138	99.83	-3127.36	844	2.96646e+06	8.09534e+06
425	97.1308	99.83	-3966.96	844	4.6799e+06	8.09534e+06
450	97.2436	99.83	-4179.2	844	4.69084e+06	8.09534e+06
475	97.531	99.83	-3938.24	844	3.7556e+06	8.09534e+06
500	97.5098	99.83	-4014.88	844	3.69786e+06	8.09534e+06

Run #2
50	97.226	99.7	-5644.08	648	3.01701e+06	1.06783e+07
75	96.9506	99.7	-6129.2	648	3.52771e+06	1.06783e+07
100	96.8242	99.7	-5947.68	648	3.84856e+06	1.06783e+07
125	96.644	99.7	-6379.12	648	4.16903e+06	1.06783e+07
150	96.3864	99.7	-7124.64	648	4.59496e+06	1.06783e+07
175	97.2366	99.7	-5127.44	648	3.50067e+06	1.06783e+07
200	96.6898	99.7	-5951.44	648	4.38233e+06	1.06783e+07
225	97.3142	99.7	-5015.52	648	3.6163e+06	1.06783e+07
250	97.0516	99.7	-5229.68	648	3.83455e+06	1.06783e+07
275	97.6264	99.7	-4117.52	648	3.25727e+06	1.06783e+07
300	97.3784	99.7	-4645.76	648	3.47984e+06	1.06783e+07
325	96.9446	99.7	-5359.44	648	4.00993e+06	1.06783e+07
350	97.4074	99.7	-4665.2	648	3.61357e+06	1.06783e+07
375	96.9822	99.7	-5308.96	648	4.37874e+06	1.06783e+07
400	97.2604	99.7	-4692.64	648	4.09132e+06	1.06783e+07
425	96.6322	99.7	-6023.36	648	4.99252e+06	1.06783e+07
450	96.0116	99.7	-7265.52	648	5.87261e+06	1.06783e+07
475	95.9108	99.7	-7497.92	648	6.25621e+06	1.06783e+07
500	95.4004	99.7	-8790.08	648	7.15184e+06	1.06783e+07

Run #3
50	97.6924	99.82	-5103.76	788	2.68183e+06	1.10577e+07
75	97.9314	99.82	-4528.24	788	2.53293e+06	1.10577e+07
100	97.2962	99.82	-5615.04	788	3.47838e+06	1.10577e+07
125	98.1514	99.82	-3633.68	788	2.5515e+06	1.10577e+07
150	98.128	99.82	-3675.76	788	2.53215e+06	1.10577e+07
175	98.1078	99.82	-3520	788	2.70679e+06	1.10577e+07
200	98.2324	99.82	-2945.68	788	2.6066e+06	1.10577e+07
225	98.305	99.82	-2960.4	788	2.46935e+06	1.10577e+07
250	98.018	99.82	-3828.56	788	2.84267e+06	1.10577e+07
275	98.0058	99.82	-4008.64	788	2.86778e+06	1.10577e+07
300	98.0768	99.82	-3519.12	788	2.79523e+06	1.10577e+07
325	98.097	99.82	-3602.88	788	2.77088e+06	1.10577e+07
350	97.9878	99.82	-3917.04	788	2.82627e+06	1.10577e+07
375	98.1162	99.82	-3792.56	788	2.66314e+06	1.10577e+07
400	97.8416	99.82	-4154.8	788	3.0436e+06	1.10577e+07
425	98.1706	99.82	-3607.28	788	2.56301e+06	1.10577e+07
450	98.1338	99.82	-3660.64	788	2.57242e+06	1.10577e+07
475	97.8174	99.82	-4376.8	788	3.00006e+06	1.10577e+07
500	97.7946	99.82	-4059.6	788	3.07843e+06	1.10577e+07

Run #4
50	98.367	99.83	-3607.52	840	1.83649e+06	1.11807e+07
75	98.38	99.83	-3251.92	840	1.84853e+06	1.11807e+07
100	98.413	99.83	-3153.36	840	1.82808e+06	1.11807e+07
125	98.4822	99.83	-2796.08	840	1.83278e+06	1.11807e+07
150	97.9514	99.83	-4095.12	840	2.58431e+06	1.11807e+07
175	98.143	99.83	-3576.16	840	2.38713e+06	1.11807e+07
200	97.67	99.83	-4824.56	840	3.03133e+06	1.11807e+07
225	98.3388	99.83	-3186.16	840	2.03847e+06	1.11807e+07
250	98.3786	99.83	-2913.36	840	2.18286e+06	1.11807e+07
275	98.5098	99.83	-2632.72	840	2.00102e+06	1.11807e+07
