Training Result Log
=== Config ===
Started at: Sun Oct 23 19:22:45 2016
CNF Training Set: datasets/set2/training/
CNF Test Set: datasets/set2/testing/
Solution File: solutions/3restart2.sol
Training Log File: logs/training3Restart2.log
Test Log File: logs/test3Restart2.log
Pareto Front Output File: logs/3restart2Pareto.log
Loaded individuals from file: false
Number of Runs: 5
Number of evals per run: 500
Self-adaptive mutation: false
Seed: 1477268565709449
r-restart r value: 3
Population Size: 25
Offspring per generation: 10
Mutation Chance: 0.111111
Luby Initialization: 0
Rnd-Freq Initialization: 0
Var-Decay Initialization: 0
Cla-Decay Initialization: 0
Rinc Initialization: 0
GC-Frac Initialization: 0
RFirst Initialization: 0
CCMIN-Mode Initialization: 0
Phase-Saving Initialization: 0
Parent Selection: 2
Parent Selection Tournament Size: 10
Survival Strategy: 0
Survival Selection: 1
Survival Selection Tournament Size: 10
Terminate on max evals: true
Terminate on stagnant non-dominated pareto front: false
=== End Config ===
Run #1
25	98.0976	99.45	-6333.76	4800	249578	455522
35	98.1652	99.45	-6148.96	4800	247209	455522
45	98.2448	99.45	-5230.24	4800	237829	455522
55	98.364	99.45	-5110.08	4800	227223	455522
65	98.386	99.45	-4782.08	4800	222215	455522
75	98.43	99.45	-4614.24	4800	217815	455522
85	98.3316	99.45	-5171.84	4800	233626	455522
95	98.0632	99.45	-7407.52	4800	275861	455522
105	97.9496	99.45	-8652.32	4800	298483	455522
115	98.1556	99.45	-6902.08	4800	265983	455522
125	98.1484	99.45	-6353.12	4800	264917	455522
135	98.3372	99.45	-5165.28	4800	235989	455522
145	98.182	99.45	-6466.08	4800	260543	455522
155	98.0744	99.45	-7384.48	4800	277410	455522
165	98.0812	99.45	-7636.64	4800	275632	455522
175	98.1592	99.45	-6808.8	4800	264563	455522
185	98.3108	99.45	-5598.88	4800	242566	455522
195	98.456	99.45	-4280.96	4800	218212	455522
205	98.418	99.45	-4582.24	4800	225623	455522
215	98.308	99.45	-5483.68	4800	243921	455522
225	98.1744	99.45	-5953.76	4800	263265	455522
235	97.9576	99.45	-7843.2	4800	299595	455522
245	97.8636	99.45	-8554.88	4800	317255	455522
255	98.1032	99.45	-7451.52	4800	279584	455522
265	98.4084	99.45	-5212.16	4800	231064	455522
