50	15.91199999999999	91.66000000000004
75	32.6148666666667	103.03666666666672
100	48.850500000000046	108.27833333333339
125	60.796016666666716	112.80000000000004
150	70.00165000000003	118.87500000000006
175	77.21166666666674	126.925
200	82.97341250000005	129.96666666666664
225	87.60480833333335	132.96833333333342
250	91.61012083333334	134.86000000000007
275	95.42009166666668	139.77666666666676
300	98.72244166666664	143.77
325	101.96192499999998	145.93666666666664
350	104.5274583333333	146.60333333333335
375	107.22789166666665	147.62000000000003
400	109.79266666666658	150.141875
425	112.15820208333328	152.93187500000005
450	114.3820354166666	153.69854166666667
475	116.44882916666658	154.79333333333338
500	117.98906666666662	155.55791666666676
525	119.73860416666658	155.97458333333336
550	121.06204999999994	158.25791666666666
575	122.6197874999999	158.25791666666666
600	123.69636249999992	158.39125
625	124.86034791666657	159.10791666666665
650	125.99618333333324	159.14124999999999
675	127.10435208333323	159.15791666666664
700	128.13748854166656	160.05791666666667
725	129.0872104166666	161.28291666666664
750	129.8798749999999	161.28291666666664
775	130.71876874999992	163.28291666666667
800	131.6220395833333	164.62145833333335
825	132.60721874999984	164.90479166666665
850	133.57645624999992	164.97562499999998
875	134.32000833333322	164.97562499999998
900	135.05052499999988	165.7714583333333
925	135.92876458333322	166.2214583333333
950	136.61911145833326	166.57666666666665
975	137.2957156249999	166.98499999999999
1000	137.95736145833328	167.01833333333335
1025	138.74974270833317	167.45166666666665
1050	139.33197187499985	167.48499999999999
1075	139.85307812499988	167.535
1100	140.31583124999986	167.9683333333333
1125	140.74668749999987	168.20166666666665
1150	141.19770520833313	168.43499999999997
1175	141.7354708333332	170.8183333333333
1200	142.2298041666665	171.16833333333332
1225	142.60069166666656	171.36833333333334
1250	143.05870729166656	171.91833333333335
1275	143.56959895833324	172.10166666666666
1300	144.00039062499988	172.235
1325	144.5384406249999	173.27666666666664
1350	144.99852708333316	173.27666666666664
1375	145.45718124999988	174.2433333333333
1400	145.88475624999984	174.57666666666665
1425	146.2788937499999	174.5933333333333
1450	146.5717729166666	175.6266666666666
1475	146.8716302083332	175.89333333333332
1500	147.25181249999983	175.89333333333332
1525	147.4758958333332	175.89333333333332
1550	147.81385624999987	176.20999999999995
1575	148.06340312499995	176.20999999999995
1600	148.24399166666655	176.20999999999995
1625	148.4579072916665	176.92666666666665
1650	148.81293541666648	177.12666666666664
1675	149.02970312499988	177.12666666666664
1700	149.27266770833322	177.12666666666664
1725	149.53504062499985	177.12666666666664
1750	149.6802671874999	177.12666666666664
1775	149.86900937499993	177.12666666666664
1800	150.13390520833315	177.12666666666664
1825	150.28385520833316	177.12666666666664
1850	150.6883864583332	178.29333333333332
1875	151.03353437499985	178.29333333333332
1900	151.30409114583324	178.3933333333333
1925	151.47246406249985	178.3933333333333
1950	151.59924322916658	178.3933333333333
1975	151.75510989583324	178.3933333333333
2000	151.9796984374999	178.6266666666666
