Run 1
false	0.105771	0.297963	0.868922	0.748385	0.725848	494108234	0	2
false	0.354012	0.202725	1	0.933405	0.519494	494108234	2	2
false	0.163907	0.297963	0.779387	0.748385	0.725848	1380996842	1	2
false	0.105771	0.297963	0.779387	1	0.997495	494108234	0	2
false	0.105771	0.297963	1	1	0.725848	1380996842	0	2
false	0.105771	0.297963	0.779387	0.748385	0.725848	1380996842	0	2
false	0.105771	0.297963	0.779387	1	0.725848	494108234	0	2
false	0.105771	0.297963	0.779387	1	0.997495	494108234	1	2
false	0.105771	0.297963	0.779387	0.748385	0.725848	1380996842	0	2
false	0.0975716	0.297963	1	0.748385	0.997495	1380996842	1	2

