Run 1
false	0	1	0.285889	0.572644	0.911089	634137724	0	2	99.8335
true	0	0.180336	0.363782	0.809932	0.560427	2137206374	0	2	99.8258
false	0	0.638356	0.570072	0.647476	0.400659	296358959	2	2	99.8255
false	0	0.180336	0.285889	0.572644	0.0562183	634137724	0	2	99.8253
false	0	0.180336	0.237219	0.572644	0.0562183	634137724	0	2	99.8249
false	0.0797365	0.899912	0.20499	0.572644	0.907358	2087825474	0	2	99.8246
false	0.064583	0.777808	0.119837	0.572644	0.435595	2020986950	0	2	99.8219
false	0.064583	0.899912	0.779596	5.56268e-309	0.24405	2137206374	0	2	99.8216
false	0.064583	1	0.779596	0.0413053	0.911089	1252961266	0	2	99.8211
false	0.064583	0.899912	0.706954	5.56268e-309	0.117667	296358959	0	2	99.821
false	0.064583	0.188305	0.570072	0.809932	0.907358	1692558473	1	2	99.8198
false	0.0797365	0.188305	0.119837	0.572644	0.638402	1252961266	0	2	99.8196
false	0.064583	0.899912	0.589648	5.56268e-309	0.117667	296358959	0	2	99.8196
false	0.064583	1	0.20499	0.572644	0.907358	2087825474	0	2	99.8195
false	0.0797365	0.899912	0.363782	0.809932	0.638402	2137206374	0	2	99.8184
false	0.0797365	0.698374	0.119837	0.572644	0.449023	2080461600	0	2	99.8178
false	0.0797365	0.123954	0.363782	0.809932	0.638402	1377244255	0	2	99.8175
false	0.064583	0.188305	0.570072	0.647476	0.400659	1252961266	1	2	99.8174
false	0.064583	0.638356	0.319125	0.809932	0.960229	1252961266	1	2	99.817
false	0.0797365	0.123954	0.363782	0.809932	0.550445	2137206374	0	2	99.816
false	0.0797365	0.123954	0.706954	0.809932	0.550445	296358959	0	2	99.8156
false	0.0797365	0.180336	0.285889	0.572644	0.523037	2020986950	0	2	99.8156
false	0.064583	0.638356	0.374776	0.809932	0.470911	179332869	1	2	99.8152
false	0.0797365	0.698374	0.119837	0.572644	0.638402	2020986950	0	2	99.815
false	0.0797365	0.300659	0.296984	0.339712	0.994151	634137724	0	2	99.8149
false	0.064583	0.188305	0.570072	0.809932	0.907358	1692558473	1	2	99.8149
false	0.064583	0.180336	0.285889	0.572644	0.0562183	1252961266	0	2	99.8148
false	0.0797365	0.123954	0.703556	0.572644	1	1827690396	1	2	99.8139
false	0.0797365	0.188305	1e-10	0.177122	0.400659	2071877145	2	2	99.8138
true	0.0797365	0.414246	0.703556	0.0995407	0.393136	1681971138	0	2	99.8138
false	0.0797365	0.123954	0.363782	0.809932	0.638402	1377244255	1	2	99.8136
false	0.0797365	0.300659	0.907222	0.339712	0.994151	634137724	0	2	99.813
false	0.0797365	0.776058	1e-10	0.437934	1	179332869	1	2	99.8123
true	0.064583	0.67482	0.692184	0.809932	0.907358	1692558473	0	2	99.812
false	0.064583	0.180336	0.285889	0.809932	0.470911	179332869	0	2	99.8117
false	0.0797365	0.123954	0.296984	0.809932	1	634137724	0	2	99.8111
false	0.064583	0.776058	0.245006	0.809932	0.470911	179332869	1	2	99.8109
false	0.0797365	0.123954	0.625553	0.0731634	5.56269e-319	2147483647	0	2	99.8107
false	0.0135945	0.638356	0.432252	0.572644	0.689732	1261327899	0	2	99.8104
false	0.064583	0.180336	0.779596	5.56268e-309	0.560427	1920625156	0	2	99.8099
true	0.064583	0.123954	0.667058	0.809932	0.464658	1377244255	0	2	99.8096
false	0.064583	0.67482	0.692184	0.809932	0.907358	1692558473	2	2	99.8094
true	0.064583	0.123954	0.444179	0.809932	0.464658	1377244255	0	2	99.8094
false	0.064583	0.180336	0.144991	0.572644	0.960229	634137724	1	2	99.8093
false	0.064583	0.776058	0.245006	0.809932	0.470911	1692558473	1	2	99.8087
false	0.064583	0.776058	0.245006	0.809932	0.470911	179332869	1	2	99.8085
false	0.064583	0.67482	0.877216	0.809932	0.823879	2137206374	2	2	99.8085
false	0.0797365	0.180336	0.285889	0.572644	0.523037	634137724	0	2	99.8082
false	0.064583	0.67482	0.877216	0.0731634	0.823879	2137206374	2	2	99.8081
false	0.064583	0.899912	0.779596	5.56268e-309	0.24405	1252961266	0	2	99.808

